area_ping,floor,has_elevator,building_age,condition,difficulty_multiplier,cost_demolition,cost_plumbing,cost_electrical,cost_carpentry,cost_flooring,cost_painting,cost_bathroom,cost_kitchen,trade_subtotal,supervision_fee,grand_total,monthly_rent,net_yield,payback_months
13.0,7,False,28,poor,1.3,8812,19546,31930,61060,51519,58788,34343,33331,299331,29933,329264,8000,0.2493,48.1
34.5,2,True,54,severe,1.25,45863,52053,112407,137327,185093,130837,100452,120427,884459,88446,972905,37000,0.3902,30.8
20.2,10,True,12,poor,1.1,17772,36167,45504,91154,121711,80550,43220,47762,483840,48384,532224,20400,0.3933,30.5
46.5,3,False,29,poor,1.1,36677,78198,115131,148399,230440,151152,113609,113949,987555,98755,1086310,45400,0.4288,28.0
37.4,13,True,3,aging,1.05,24771,41772,81276,142801,109958,143038,79336,70074,693026,69303,762329,37400,0.5034,23.8
42.4,10,True,9,normal,1.0,29968,62948,89709,160302,147520,129955,87826,84019,792247,79225,871472,43800,0.5157,23.3
15.0,8,True,21,severe,1.15,14399,21130,41340,62642,81752,76441,36297,39224,373224,37322,410546,15300,0.3824,31.4
19.1,4,False,22,aging,1.1,13643,34148,47123,81028,91840,82152,51433,51135,452501,45250,497751,19800,0.4081,29.4
26.8,7,False,33,normal,1.3,24229,36620,85096,110074,111093,100381,63129,89834,620457,62046,682502,19300,0.2901,41.4
43.1,10,False,14,normal,1.35,34088,87111,112120,215327,179097,168799,128063,102165,1026770,102677,1129447,32600,0.2961,40.5
14.7,6,True,14,poor,1.1,13665,19347,29273,50274,56990,44814,35756,32328,282446,28245,310691,11900,0.393,30.5
17.4,14,False,41,normal,1.5,18468,31335,55325,92932,93279,53713,43354,48242,436649,43665,480313,14400,0.3076,39.0
48.4,15,True,8,aging,1.05,30834,52129,126822,164744,167824,96417,116776,89972,845519,84552,930071,49700,0.5483,21.9
27.4,12,False,20,poor,1.5,25829,45961,107977,117034,104389,133739,104346,87766,727040,72704,799744,30100,0.3862,31.1
43.6,3,False,16,normal,1.0,33461,51049,113126,186689,200576,148078,110742,86777,930500,93050,1023550,40100,0.402,29.9
46.7,15,False,37,normal,1.5,53973,90172,147626,236603,285363,184341,180730,150320,1329129,132913,1462042,49500,0.3474,34.5
13.5,8,True,43,poor,1.2,9571,21109,44614,56000,59764,49591,43651,42013,326313,32631,358944,10900,0.3116,38.5
44.3,14,False,39,normal,1.5,38738,75040,124872,208482,309058,196136,163472,113522,1229319,122932,1352251,45500,0.3452,34.8
46.6,10,True,14,normal,1.0,27341,62646,82937,149763,121232,119105,106336,100230,769590,76959,846549,45300,0.549,21.9
30.7,5,True,21,normal,1.0,19498,40454,66930,100528,97072,90660,80230,62341,557712,55771,613484,34100,0.5703,21.0
47.8,10,True,54,severe,1.25,35800,89770,159089,240183,289611,185688,158070,134306,1292517,129252,1421769,46600,0.3363,35.7
41.9,9,True,26,normal,1.0,26786,58740,100789,123288,188095,145476,104246,112688,860108,86011,946119,40700,0.4414,27.2
49.1,9,True,13,aging,1.05,38352,66168,106959,233950,167378,196046,123085,125089,1057027,105703,1162729,46800,0.413,29.1
49.8,1,False,33,normal,1.1,45648,83544,142227,185183,194769,189230,126706,109586,1076892,107689,1184581,39500,0.3421,35.1
30.2,12,True,43,normal,1.1,22705,41787,69522,155368,100142,84795,67748,60912,602979,60298,663277,26300,0.4068,29.5
20.8,6,False,28,poor,1.25,19959,40651,77248,83999,91036,79722,52215,73076,517905,51790,569695,24300,0.4376,27.4
37.7,13,True,20,aging,1.05,40380,52129,114591,109131,150644,102875,106514,103560,779824,77982,857806,31800,0.3804,31.5
36.9,3,False,46,normal,1.1,23787,49883,95419,134691,118152,124540,104363,99862,750697,75070,825767,29800,0.3703,32.4
19.2,1,False,39,aging,1.15,15729,23889,43894,77865,63052,58471,36729,39508,359137,35914,395050,14900,0.387,31.0
37.8,2,False,32,poor,1.2,29901,45264,104510,117888,130667,119671,91285,116643,755830,75583,831413,39800,0.4911,24.4
39.3,11,True,44,poor,1.2,24564,57685,102610,132004,145790,149670,78868,102264,793455,79346,872801,39300,0.462,26.0
20.2,12,True,27,poor,1.1,17086,26647,63486,72459,91895,51901,43221,44296,410993,41099,452092,16900,0.3835,31.3
33.9,8,True,22,severe,1.15,24864,46836,94475,123672,135952,105917,93966,78561,704243,70424,774667,31300,0.4145,28.9
35.5,2,False,34,normal,1.1,29339,63097,93175,163637,148704,102018,81137,87652,768760,76876,845636,35800,0.4344,27.6
33.0,15,True,42,severe,1.25,25597,36579,77372,105795,146128,115124,80041,86876,673511,67351,740863,28300,0.3919,30.6
14.1,8,False,21,normal,1.25,10201,17355,36259,45803,54298,46140,38320,42810,291187,29119,320306,9900,0.3171,37.8
46.0,14,True,37,aging,1.15,39204,73856,122726,175462,202744,148386,120231,110538,993146,99315,1092461,42600,0.4001,30.0
42.4,5,True,7,normal,1.0,32683,43351,97764,178012,164381,114531,98160,92090,820972,82097,903069,34400,0.3908,30.7
44.4,2,False,27,severe,1.15,29752,72513,116774,139738,188099,128692,116989,121863,914422,91442,1005864,46400,0.4733,25.4
16.8,14,True,14,aging,1.05,8856,20505,37598,52973,67073,32127,38580,36200,293913,29391,323304,13200,0.4189,28.6
27.0,4,True,46,normal,1.1,18770,39167,65503,105351,89864,79895,58945,63723,521218,52122,573340,30800,0.5512,21.8
30.6,12,False,36,poor,1.5,31003,66148,120330,142038,192224,154874,135012,103837,945465,94547,1040012,25600,0.2526,47.5
42.7,6,True,40,aging,1.15,26748,59517,116363,187910,153742,148949,107079,94275,894583,89458,984041,40700,0.4244,28.3
13.8,13,False,29,aging,1.5,13129,25129,49136,73937,57633,44153,37373,47096,347587,34759,382346,10700,0.2871,41.8
41.7,9,True,29,normal,1.0,31235,73873,101527,123102,144125,121958,106919,113851,816589,81659,898248,40300,0.4603,26.1
46.7,2,True,11,aging,1.05,38890,55511,149474,169595,199969,160196,109786,119936,1003358,100336,1103693,44500,0.4137,29.0
24.7,3,True,22,normal,1.0,12447,28635,47855,74906,87771,73632,49349,54440,429034,42903,471938,22300,0.4848,24.8
29.0,3,False,45,aging,1.15,21665,42624,81649,137452,130086,106293,73863,76207,669839,66984,736822,22700,0.3161,38.0
47.0,11,True,24,poor,1.1,30983,52833,111087,190161,180734,203345,112931,103210,985284,98528,1083813,48000,0.4544,26.4
30.4,3,False,21,normal,1.0,24632,33607,62840,111127,120874,69729,81058,48694,552561,55256,607817,26500,0.4473,26.8
34.1,10,False,21,aging,1.4,33963,65264,105909,188627,202977,124039,110568,94364,925711,92571,1018282,34300,0.3456,34.7
46.6,4,False,49,aging,1.2,33770,72256,139966,187961,166577,158305,106248,117281,982363,98236,1080599,34000,0.3228,37.2
17.5,7,True,19,poor,1.1,13322,27476,47138,48516,58463,63545,41724,52776,352961,35296,388257,22500,0.5946,20.2
49.6,1,False,31,poor,1.2,35003,75791,164094,199868,209198,175074,134959,131162,1125149,112515,1237663,57600,0.4775,25.1
25.2,14,False,13,aging,1.5,29166,44223,79976,132923,99032,115574,74795,73161,648849,64885,713734,22500,0.3234,37.1
20.5,15,True,29,normal,1.0,15020,26438,42765,49270,68649,54486,56093,37171,349891,34989,384880,17100,0.4558,26.3
28.3,1,False,10,normal,1.0,17417,29873,59733,84244,106848,111012,61884,57280,528291,52829,581120,24000,0.4237,28.3
20.2,15,True,14,normal,1.0,16876,27358,64647,83816,94669,56308,41134,40964,425773,42577,468350,19000,0.4162,28.8
48.2,14,True,45,poor,1.2,50864,63138,171817,185005,186749,174520,150893,123185,1106172,110617,1216789,46000,0.3879,30.9
43.9,11,False,7,aging,1.45,44673,82948,133832,243927,187045,216973,140802,127920,1178120,117812,1295932,48800,0.3864,31.1
21.1,5,False,50,poor,1.3,22311,31743,64601,93797,96218,70059,62846,54757,496333,49633,545966,21300,0.4003,30.0
22.7,3,True,26,aging,1.05,13526,33868,63152,81840,82062,71043,51642,50625,447757,44776,492533,22900,0.477,25.2
47.1,13,True,42,poor,1.2,33271,71281,107013,180574,173833,138726,111295,114047,930041,93004,1023045,47600,0.4774,25.1
20.3,14,True,50,poor,1.2,16271,32824,65046,63700,76886,62825,54752,62421,434725,43472,478197,13200,0.2832,42.4
22.3,5,True,42,aging,1.15,13751,34346,65092,70862,110716,73770,71221,60170,499926,49993,549919,18300,0.3414,35.1
22.7,4,True,24,aging,1.05,14295,28864,56459,67579,81825,59435,53225,50505,412187,41219,453406,19100,0.4322,27.8
28.4,1,False,45,poor,1.2,22879,45316,78423,114017,148939,103996,80552,83654,677776,67778,745553,23000,0.3165,37.9
30.2,15,False,9,normal,1.5,26957,67770,116584,141220,196527,125744,113623,87704,876129,87613,963742,31000,0.33,36.4
37.7,14,True,35,aging,1.15,27037,46781,107994,121598,138606,120950,95470,79565,738001,73800,811802,31400,0.3969,30.2
21.6,3,False,43,normal,1.1,18352,29949,51949,64663,74010,72381,58406,50768,420478,42048,462526,18700,0.4148,28.9
43.1,12,True,4,poor,1.1,30436,59962,100612,154902,153307,128534,136717,104105,868574,86857,955431,41300,0.4435,27.1
30.1,4,True,25,aging,1.05,20426,46922,64676,97325,118448,88116,68036,66266,570216,57022,627237,28400,0.4646,25.8
24.6,8,True,24,poor,1.1,18412,43903,65567,105191,76962,75508,64872,68037,518451,51845,570296,24900,0.448,26.8
33.8,12,True,36,normal,1.1,22891,38209,89670,119434,111884,104887,64142,65481,616599,61660,678258,32900,0.4977,24.1
40.5,3,False,50,aging,1.15,28599,53119,106631,114025,133295,102767,103057,79286,720778,72078,792856,42700,0.5526,21.7
47.0,6,True,13,severe,1.15,33145,62499,124020,158699,183573,145995,120456,120724,949110,94911,1044021,50100,0.4924,24.4
37.5,7,True,46,normal,1.1,22435,46192,90503,146401,139003,91421,90612,75855,702421,70242,772663,32000,0.4249,28.2
34.0,8,True,8,aging,1.05,23245,44884,88992,128300,120464,111469,99526,92602,709482,70948,780430,32200,0.4233,28.3
32.1,10,True,28,normal,1.0,21098,42850,71369,108708,88121,86667,68072,64200,551086,55109,606194,31800,0.5382,22.3
20.3,14,True,23,normal,1.0,15645,24879,39681,67342,70792,49538,39539,45458,352874,35287,388162,19100,0.5049,23.8
41.7,3,False,27,aging,1.05,22713,46990,96425,126878,128336,99767,79799,92523,693429,69343,762772,43500,0.5851,20.5
19.5,8,True,35,normal,1.1,16443,29514,56974,74447,89720,56436,47480,48131,419144,41914,461059,18700,0.4161,28.8
15.4,13,True,7,normal,1.0,10000,16504,32635,48453,45318,51965,26196,29134,260205,26021,286226,14200,0.509,23.6
45.4,9,False,43,normal,1.4,42545,84760,144198,218613,251434,154729,157199,169480,1222960,122296,1345256,40200,0.3066,39.1
43.0,15,True,15,aging,1.05,27074,48687,91259,140542,168972,112534,93061,100250,782379,78238,860617,43000,0.5126,23.4
26.8,6,True,41,normal,1.1,14727,42794,77972,105687,89373,100551,80014,58887,570006,57001,627007,25600,0.4189,28.6
18.6,3,True,12,normal,1.0,9891,20462,42720,61132,64793,53624,36443,34512,323577,32358,355935,15800,0.4554,26.3
16.2,4,False,11,normal,1.05,11172,17182,40448,54520,51705,53525,36056,46635,311242,31124,342366,17200,0.5154,23.3
16.1,4,False,28,aging,1.1,9514,19263,38299,53115,62845,49399,42046,42052,316533,31653,348186,17000,0.5009,24.0
26.9,13,True,43,normal,1.1,17544,35306,62402,88393,88004,72795,72323,59971,496737,49674,546410,22400,0.4206,28.5
39.2,5,False,11,normal,1.1,27593,70392,105202,135601,142034,126310,93111,94316,794559,79456,874014,38100,0.4473,26.8
12.2,12,False,23,poor,1.5,13638,19616,47557,64532,55119,54460,37938,46310,339170,33917,373087,11800,0.3245,37.0
17.3,11,True,38,normal,1.1,13373,28971,50397,75631,96432,49372,46337,46719,407232,40723,447955,12600,0.2886,41.6
27.3,9,True,35,normal,1.1,19953,31297,68191,107434,97052,93695,63708,74817,556147,55615,611761,25600,0.4293,27.9
19.7,2,False,16,normal,1.0,16842,26744,53406,57636,101568,66327,39625,48352,410499,41050,451549,18600,0.4226,28.4
19.9,10,True,51,aging,1.15,13830,28918,49907,83743,83721,54608,50782,47010,412519,41252,453771,19300,0.4364,27.5
23.5,4,False,30,normal,1.05,16525,36458,58575,101501,99762,85938,52397,67456,518611,51861,570472,25100,0.4514,26.6
43.5,2,False,23,aging,1.05,23033,63949,109405,160340,168354,144244,104194,116804,890323,89032,979355,44600,0.4672,25.7
15.0,12,True,53,poor,1.2,11695,22678,44488,69978,79043,43876,40180,43963,355900,35590,391490,11100,0.2909,41.3
23.8,6,True,25,aging,1.05,18067,32584,53384,93337,112847,70995,64419,55797,501430,50143,551573,24800,0.4613,26.0
49.1,5,False,49,normal,1.2,36373,70629,148703,208717,296883,160593,138683,125883,1186463,118646,1305110,43600,0.3428,35.0
25.5,5,False,33,normal,1.2,25479,45817,80355,96056,117553,80622,63204,69523,578609,57861,636470,22800,0.3675,32.6
29.6,7,False,51,normal,1.3,25857,42531,87760,132166,147713,82909,89789,94381,703105,70310,773415,30400,0.4033,29.8
34.8,10,True,25,aging,1.05,24834,54108,112530,150961,120678,105078,91148,77673,737011,73701,810712,35500,0.4493,26.7
34.8,11,True,24,poor,1.1,19318,40672,72607,119817,133218,102958,80613,101433,670636,67064,737699,30700,0.427,28.1
16.5,3,False,7,normal,1.0,11058,24524,47031,50294,53772,58791,42597,25085,313153,31315,344468,14500,0.4319,27.8
39.9,13,True,14,poor,1.1,32888,55948,109782,125642,154878,155531,97803,93378,825851,82585,908436,29400,0.332,36.1
18.0,8,True,50,aging,1.15,15012,27474,36907,63544,69514,44415,37714,39092,333673,33367,367040,19100,0.5339,22.5
22.3,6,True,8,aging,1.05,17329,33650,52732,66904,112436,56882,47954,58733,446621,44662,491283,24300,0.5075,23.6
27.6,6,True,19,poor,1.1,21949,41453,75293,90188,98584,86170,61635,60065,535337,53534,588871,33700,0.5872,20.4
34.3,11,False,7,severe,1.5,39656,60131,123945,209999,219772,130940,129248,109152,1022842,102284,1125127,31100,0.2836,42.3
44.2,13,True,13,poor,1.1,34059,59246,129575,205699,173335,130307,110553,103250,946023,94602,1040625,43600,0.4299,27.9
23.0,3,False,34,poor,1.2,20073,38140,73566,86947,113271,79056,63772,59740,534564,53456,588021,21100,0.3682,32.6
37.3,4,False,5,normal,1.05,24918,54084,86592,129309,109471,114916,80568,87319,687176,68718,755894,34800,0.4724,25.4
49.3,8,False,22,poor,1.35,42872,79123,158086,247539,227338,197876,132836,127999,1213668,121367,1335035,52300,0.4019,29.9
17.4,7,False,17,severe,1.35,14697,24114,48032,76728,81564,68768,48057,36314,398274,39827,438102,16200,0.3794,31.6
15.0,8,False,32,poor,1.45,14600,22331,52749,67496,116536,61589,45795,35394,416489,41649,458138,15400,0.3449,34.8
27.2,8,True,7,aging,1.05,16803,37117,52192,76032,107732,73984,66352,53206,483419,48342,531761,25600,0.4939,24.3
39.4,6,False,11,aging,1.2,34907,57785,88455,150119,175590,143516,97479,97444,845295,84530,929825,35600,0.3928,30.5
39.1,9,True,11,aging,1.05,31297,52244,86138,139028,142466,96855,88752,92527,729308,72931,802238,33400,0.4272,28.1
25.7,8,True,10,severe,1.15,16688,35731,61451,89270,102965,84437,70445,83119,544106,54411,598517,24500,0.42,28.6
20.0,13,True,16,severe,1.15,13375,34265,53179,73887,64419,68119,47184,45261,399689,39969,439658,17200,0.4014,29.9
43.8,10,True,28,normal,1.0,35094,71656,111226,148022,156840,108002,85334,109675,825849,82585,908434,47000,0.5308,22.6
45.9,15,True,19,normal,1.0,26231,56155,101920,132292,156348,122531,112641,82578,790697,79070,869766,47800,0.5639,21.3
38.8,12,True,43,aging,1.15,27491,41616,88686,122578,145395,132144,88163,92706,738778,73878,812656,36500,0.4608,26.0
42.2,4,False,20,aging,1.1,34960,53194,102214,133556,168927,128027,100384,88835,810098,81010,891108,43100,0.4962,24.2
38.7,14,False,31,poor,1.5,41096,81690,157490,162003,219231,132411,142409,125189,1061518,106152,1167670,39000,0.3427,35.0
19.4,12,True,52,normal,1.1,15384,23502,58441,76694,79771,84743,45102,53759,437397,43740,481136,17100,0.3646,32.9
41.1,6,True,19,aging,1.05,27463,50104,111739,156500,141772,107664,77793,81973,755010,75501,830511,38300,0.4732,25.4
21.4,12,True,6,poor,1.1,14431,34953,53304,92995,89773,67159,54897,57856,465368,46537,511905,22200,0.4449,27.0
17.3,8,False,7,poor,1.35,16832,32157,55437,85779,143304,105749,50598,45421,535277,53528,588804,17300,0.3015,39.8
25.2,1,False,10,poor,1.1,14918,32096,60318,100895,78692,103972,61645,62184,514720,51472,566192,28400,0.5146,23.3
37.8,1,True,45,poor,1.2,30393,70677,131166,175762,158840,150058,120948,142865,980709,98071,1078780,35500,0.3376,35.5
38.9,7,True,49,severe,1.25,34837,64742,111176,148165,188890,123046,128988,109884,909728,90973,1000701,34300,0.3517,34.1
16.4,3,True,14,aging,1.05,12933,21009,29139,52086,63045,49051,33219,34023,294506,29451,323957,13700,0.4339,27.7
39.7,15,True,29,aging,1.05,30064,51867,105635,159584,141607,87054,99673,94321,769805,76981,846786,41200,0.4992,24.0
33.4,2,False,54,poor,1.2,27062,57725,85731,113389,145624,90368,96846,88627,705371,70537,775909,30800,0.4073,29.5
44.1,5,False,24,aging,1.15,35292,86938,154254,199535,188267,153448,126953,109219,1053906,105391,1159297,44200,0.3912,30.7
14.8,10,True,38,poor,1.2,14654,21140,36409,53033,57193,51377,37602,44799,316208,31621,347829,13700,0.4041,29.7
45.3,2,True,31,poor,1.2,31936,70965,123060,167786,197269,235380,109767,123044,1059206,105921,1165127,37700,0.332,36.1
44.8,10,False,23,poor,1.45,45488,71495,117112,205750,199051,185637,128846,142508,1095886,109589,1205475,39300,0.3345,35.9
21.7,9,False,28,aging,1.35,18561,40404,76064,79722,133244,100417,63419,54044,565874,56587,622462,22600,0.3725,32.2
40.8,7,False,17,aging,1.25,32547,70975,142936,168038,159135,156426,103128,113384,946570,94657,1041227,37700,0.3715,32.3
42.3,13,False,14,normal,1.5,36036,59805,143911,202709,192003,120801,125738,126651,1007653,100765,1108419,43000,0.398,30.1
12.4,8,True,5,poor,1.1,8542,14919,33010,43658,48053,34405,35507,38062,256156,25616,281771,10900,0.3969,30.2
42.6,11,True,29,aging,1.05,26271,39165,95374,135882,148240,144600,83442,81571,754546,75455,830001,34300,0.424,28.3
24.3,11,True,50,aging,1.15,15081,36730,62480,87844,111957,75552,63911,60788,514342,51434,565777,28400,0.515,23.3
36.0,11,True,35,normal,1.1,27445,61058,102272,146069,124427,146924,72363,83021,763579,76358,839936,29300,0.3579,33.5
33.1,9,False,13,aging,1.35,30454,56766,89957,129851,151169,123868,116292,100193,798550,79855,878405,30800,0.3598,33.4
31.8,10,True,10,normal,1.0,26411,45050,83271,91073,140197,107713,61891,80161,635766,63577,699343,32800,0.4812,24.9
43.2,5,False,47,normal,1.2,35537,54421,146955,154555,184957,185581,123398,133462,1018867,101887,1120754,46400,0.4248,28.3
40.7,11,True,9,poor,1.1,29171,52939,116876,140180,194702,122319,117137,84940,858265,85826,944091,41100,0.4467,26.9
47.6,3,True,4,normal,1.0,27826,60723,92785,135546,150344,125554,112197,90094,795069,79507,874576,48500,0.569,21.1
44.0,7,True,12,normal,1.0,26210,51967,105455,131104,154736,150391,107942,82723,810527,81053,891580,39800,0.458,26.2
37.9,4,False,28,normal,1.05,32277,52003,80403,137738,178129,102308,89090,74374,746324,74632,820956,33600,0.4199,28.6
29.2,14,False,18,normal,1.5,32106,69461,96209,150562,176683,164833,93969,88921,872744,87274,960018,32400,0.3463,34.7
30.0,2,False,53,aging,1.15,19862,43867,69616,94471,112545,105266,75975,72069,593672,59367,653039,28000,0.4399,27.3
38.8,7,False,50,normal,1.3,35060,86962,138634,177089,192680,147528,117864,118021,1013838,101384,1115222,35100,0.3229,37.2
29.9,4,False,11,normal,1.05,23607,42823,82185,141091,126927,130220,76661,91719,715232,71523,786755,27200,0.3547,33.8
31.1,14,False,12,aging,1.5,36600,64500,121324,161121,220453,153191,107079,135344,999612,99961,1099574,29700,0.2771,43.3
46.1,11,True,39,aging,1.15,24750,55037,96051,143926,165469,104817,111139,108552,809742,80974,890716,50000,0.5759,20.8
25.0,1,False,45,aging,1.15,22852,43543,66549,119639,123822,81144,80321,76242,614111,61411,675522,23200,0.3524,34.1
18.5,10,True,49,aging,1.15,16632,26582,43042,68474,86585,55880,42751,46043,385989,38599,424588,20200,0.4881,24.6
42.4,9,True,53,aging,1.15,30369,63680,109759,155410,188554,124014,102059,95665,869508,86951,956459,42800,0.4591,26.1
43.7,2,False,52,poor,1.2,35865,76138,118015,151793,201801,149782,111161,116441,960996,96100,1057095,37600,0.3649,32.9
28.6,5,False,11,normal,1.1,21863,36093,56648,87557,87410,79368,68821,53446,491206,49121,540327,20400,0.3874,31.0
37.8,7,True,37,normal,1.1,28280,54971,107196,177138,117691,130888,90865,96039,803068,80307,883374,36900,0.4286,28.0
25.7,12,True,36,aging,1.15,20323,51702,69853,86642,94255,105967,68041,67832,564615,56462,621077,25900,0.4279,28.0
15.1,11,False,20,normal,1.4,13192,28616,52362,63722,73908,50919,39532,42548,364799,36480,401279,14900,0.381,31.5
40.9,5,False,46,aging,1.25,41592,67051,109769,174238,189001,174889,110997,120442,987980,98798,1086778,33500,0.3163,37.9
20.2,8,True,15,poor,1.1,18070,28018,53984,103425,86571,64291,52095,66901,473353,47335,520689,19400,0.3823,31.4
45.9,3,True,12,poor,1.1,31943,80156,109801,177246,160568,219576,112143,115171,1006605,100660,1107265,44400,0.4114,29.2
19.6,4,False,31,poor,1.25,14419,20700,53208,67507,85947,56816,47179,52373,398150,39815,437965,20300,0.4756,25.2
19.7,5,False,53,poor,1.3,16860,30123,53175,82465,76127,74502,55199,61989,450440,45044,495484,20400,0.4224,28.4
37.8,14,True,41,poor,1.2,31626,82964,117118,151997,174936,212022,86493,106547,963704,96370,1060074,36600,0.3542,33.9
14.5,1,False,38,normal,1.1,8822,24393,36960,47614,50636,44787,32197,28540,273949,27395,301344,13700,0.4665,25.7
27.6,15,True,44,normal,1.1,17640,32490,66674,97968,115423,113558,78920,70863,593536,59354,652890,24200,0.3803,31.6
42.9,11,False,30,normal,1.4,41238,68885,164598,180456,167145,141011,118716,112454,994503,99450,1093953,41600,0.3902,30.8
33.5,4,False,33,normal,1.15,24133,61075,100441,173571,138797,107741,100812,74865,781436,78144,859579,31900,0.3808,31.5
33.5,13,True,29,poor,1.1,31818,49167,105569,118015,163556,103311,90010,97733,759180,75918,835098,33600,0.4128,29.1
44.7,6,False,37,poor,1.35,34161,81605,131625,250642,174184,165163,122275,104283,1063938,106394,1170332,29300,0.2569,46.7
28.1,2,False,9,poor,1.1,17756,37633,74345,93662,116269,85980,62052,59352,547049,54705,601754,25700,0.4382,27.4
29.8,13,True,37,normal,1.1,31560,49499,91566,145753,192346,139222,106228,86882,843056,84306,927362,27700,0.3065,39.2
46.6,1,False,35,normal,1.1,28290,53568,153234,187442,208410,186934,97204,105428,1020509,102051,1122560,42700,0.3903,30.7
27.3,6,True,14,aging,1.05,22548,35289,70272,80820,149162,78108,87883,64309,588392,58839,647231,28000,0.4439,27.0
19.6,6,True,40,normal,1.1,13767,31737,55435,80226,79954,84541,49413,38018,433091,43309,476400,21200,0.4566,26.3
44.3,2,False,45,aging,1.15,34904,66921,123834,153725,183547,140769,107545,116255,927500,92750,1020250,44200,0.4445,27.0
25.8,14,True,49,normal,1.1,17468,36784,74480,121262,115460,74121,69496,53020,562093,56209,618302,26300,0.4364,27.5
44.0,13,True,47,normal,1.1,33730,77562,95415,149193,184332,146659,98237,96897,882025,88202,970227,38700,0.4092,29.3
44.6,8,True,52,normal,1.1,34418,65119,121944,175011,195671,151532,126883,98803,969382,96938,1066320,42000,0.4041,29.7
26.1,10,False,35,poor,1.5,25952,43564,81292,104874,146912,105625,74927,71506,654651,65465,720117,29600,0.4217,28.5
26.6,13,False,48,normal,1.5,36341,52057,84747,150930,129136,142343,97540,99312,792408,79241,871648,23600,0.2778,43.2
23.2,1,False,24,poor,1.1,16898,30334,64629,112607,88808,66699,55777,45699,481451,48145,529596,23500,0.4553,26.4
40.3,14,False,17,normal,1.5,33801,53227,151647,209303,172196,179933,118702,115620,1034429,103443,1137872,34600,0.312,38.5
14.6,5,False,18,normal,1.1,12399,20917,45436,60094,53928,44772,34011,39979,311536,31154,342690,15600,0.4671,25.7
17.6,15,True,48,aging,1.15,13794,23224,46424,66203,78112,51365,41202,43771,364094,36409,400504,17400,0.4457,26.9
33.1,9,True,51,normal,1.1,25852,36547,98359,147913,128872,101177,76921,113699,729340,72934,802274,31700,0.4054,29.6
22.2,10,True,39,normal,1.1,17450,28662,53721,86955,70778,62827,50990,64305,435689,43569,479257,21800,0.4667,25.7
26.1,14,True,39,normal,1.1,16337,35042,70833,90658,97523,74331,62853,73780,521356,52136,573492,22500,0.4025,29.8
36.9,10,False,22,normal,1.35,32108,48816,110453,152324,158152,110729,99828,108025,820433,82043,902476,31300,0.3558,33.7
18.6,10,True,16,normal,1.0,12356,26966,39467,56219,65372,57541,39575,29196,326693,32669,359362,16000,0.4568,26.3
34.0,3,False,6,normal,1.0,25001,41001,75204,91008,113267,94503,72149,69933,582067,58207,640274,33300,0.5336,22.5
40.3,5,True,7,normal,1.0,22242,56517,110412,157165,174389,127992,77251,94402,820370,82037,902407,39300,0.4468,26.9
15.9,9,True,27,normal,1.0,11697,17093,35869,48579,54175,45588,30454,39172,282627,28263,310890,13600,0.4488,26.7
20.0,3,False,15,aging,1.05,14835,25093,50137,61137,69599,44554,41444,40631,347429,34743,382172,20600,0.553,21.7
49.8,14,True,10,aging,1.05,47801,65908,144543,200330,145062,169075,107430,117916,998066,99807,1097873,45400,0.4243,28.3
42.6,10,True,52,severe,1.25,28000,71133,121585,151230,258346,150358,101121,116585,998358,99836,1098194,40300,0.3765,31.9
30.5,10,True,37,normal,1.1,21068,45015,75541,99154,127104,125851,84885,81003,659620,65962,725582,27800,0.3931,30.5
17.2,10,True,16,aging,1.05,11137,26958,33445,48199,54030,48948,40433,44318,307467,30747,338214,16400,0.4975,24.1
31.9,8,True,25,normal,1.0,20388,38502,66517,88387,86458,99060,77393,69081,545787,54579,600365,30600,0.5229,22.9
37.7,6,True,19,normal,1.0,18402,38327,71179,115503,139768,91556,67049,60722,602506,60251,662756,39700,0.6146,19.5
21.8,11,True,26,poor,1.1,15486,35095,46642,60463,69145,47907,57752,49483,381973,38197,420170,20100,0.4908,24.4
12.3,6,True,42,normal,1.1,7435,16474,35934,37635,41529,40496,30083,29655,239242,23924,263166,13700,0.5341,22.5
35.1,2,False,35,aging,1.15,34037,64826,98195,119357,167174,135573,94263,95264,808690,80869,889559,29200,0.3368,35.6
15.3,10,False,5,normal,1.35,14391,19328,36694,74071,72922,64063,36318,39423,357211,35721,392932,16100,0.4204,28.5
13.8,9,True,17,normal,1.0,7197,14024,40824,41739,47229,39777,29827,27041,247657,24766,272423,13500,0.5084,23.6
44.7,6,True,28,aging,1.05,26806,55163,103340,140479,162599,128581,116511,92349,825827,82583,908410,34800,0.393,30.5
17.3,9,False,49,poor,1.5,13013,30989,54551,90926,72772,95173,56151,42716,456291,45629,501920,19700,0.4027,29.8
28.2,1,False,39,aging,1.15,18237,33244,66525,120083,112703,98934,70573,61293,581591,58159,639751,25300,0.4057,29.6
48.5,11,True,50,normal,1.1,34254,70555,118357,226166,256394,139879,131606,106589,1083801,108380,1192181,41100,0.3537,33.9
36.5,12,True,17,poor,1.1,24696,45007,90759,130380,134490,87924,95143,64250,672649,67265,739914,35700,0.495,24.2
31.4,5,False,4,normal,1.1,21591,40185,77757,119161,124102,107180,93579,83116,666670,66667,733338,31600,0.4421,27.1
